produto,total_vendas,receita_total
TIRA MANCHA VANISH PO OXI ACT MULT PWR 50% DESC CR WT 2X450G,30.0,1079.35
DETERGENTE LIQUIDO ESTRELA LIMAO 500ML,457.0,1078.84
DETERGENTE LIQUIDO BRANMIX MACA 24X500ML,28.0,1077.84
LIMPADOR ESSENCIA PURA MAGIA CAMPESTRE 140ML,106.0,1077.76
DETERGENTE LIQUIDO KINTANA CLEAR 500ML,504.0,1077.73
DESINFETANTE MAIS Q BOM PINHO 2L,199.0,1077.63
LIMPADOR MULTIUSO TUPI ZEROBAC CAMPESTRE 500ML,312.0,1076.85
DESINFETANTE TUPA ALGAS 2L,153.0,1076.7
AMACIANTE DILUIDO COMBATE PETALA 2L,124.0,1076.19
DESINFETANTE MIMO LAVANDA 1L,295.0,1075.35
LIMPADOR MULTIUSO PARANAIBA TRADICIONAL 500ML,367.0,1075.29
DESINFETANTE CAMPESTRE FLORES DO CAMPO 2L,178.0,1075.29
SABAO EM PO TIXAN YPE ANTIBAC CX 20X800G,6.0,1075.2
DESINFETANTE LIMPA BEM MARINE 2L,199.0,1073.61
SABAO EM PO BIO NATURE SACHE 800G,168.0,1073.42
AGUA SANITARIA DLM 5L,115.0,1071.69
PROD PISC QUIBENNE 1L REDUTOR DE PH,41.0,1071.66
DESINFETANTE UTIL EUCALIPTO 2L,180.0,1071.44
AGUA SANITARIA VIOL 2L,196.0,1070.49
DESENGORDURANTE DIABO VERDE LIMPA FORNO 12X250G,7.0,1070.28
DESINFETANTE KINTANA EUCALIPITO 5L,67.0,1069.85
SBPO TIXAN ACAO MAXIMA 500G,10.0,1069.0
LIMPEZA PESADA FURIA AMONIACO 500ML,209.0,1068.01
DESINFETANTE FLORANTE LAVANDA 2L,246.0,1067.85
TIRA MANCHAS VANISH PRE-LAVAGEM SPRAY 500ML,37.0,1066.93
TIRA MANCHA VANISH PO S/CLORO OXI ADVANCE ANTIBAC REFIL 870G,18.0,1065.81
AMACIANTE DILUIDO LIMPEMAX BLUE 2L,108.0,1065.01
SABAO LIQUIDO SEMORIN JEANS 500ML,71.0,1064.9
DETERGENTE LIQUIDO COMBATE MACA 2L,123.0,1063.93
AMACIANTE DILUIDO PRINCESA CONFORTO 1L,263.0,1062.26
AMACIANTE DILUIDO BRIIZ AZUL 5L,80.0,1061.2
DESINFETANTE CHEIRO BOM HERBAL 2L,204.0,1061.1
DETERGENTE LIQUIDO TRIEL CLEAR 500ML,618.0,1060.39
LIMPADOR PERFUMADO DU REI CAIAQUE 2L,222.0,1060.28
DESINFETANTE MAIS FAMILIA EUCALIPTO 5L,61.0,1060.1
LIMPADOR MULTIUSO VEJA GOLD ORIGINAL 500ML,220.0,1059.17
SABAO EM PO TIXAN YPE PRIMAVERA SC 3KG,36.0,1059.14
AMACIANTE CONCENTRADO BARBAREX BLUE 2L,49.0,1057.7
LIMPADOR ESSENCIA QUIM AROMA LAVANDA 100ML,132.0,1057.68
SABAO LIQUIDO 1L KILIMPEX,177.0,1057.42
AMACIANTE DILUIDO TRES BARRAS AZUL 5L,53.0,1057.35
DETERGENTE LIQUIDO HIGILAR MACA 2L,99.0,1056.24
DESINFETANTE GLOBO TALCO 2L,160.0,1055.91
LIMPADOR PERFUMADO SMART 500ML,194.0,1055.37
AMACIANTE DILUIDO MON BIJOU NATUREZA 5L,38.0,1054.52
DETERGENTE LIQUIDO BIOWASH HIPOALERGENICO MENTA 650ML,58.0,1053.69
LIMPADOR PERFUMADO CASA E CARINHO FRESCOR 1L,153.0,1053.54
CLORO G POL DECAPANTE 1L,111.0,1053.15
DETERGENTE LIQUIDO CHEIRO BOM MACA 5L,78.0,1053.05
LIMPADOR ESSENCIA QUIM AROMA MIL FLORES 140ML,109.0,1052.97
DETERGENTE LIQUIDO VIDA NEUTRO 24X500ML,25.0,1052.88
SABAO LIQUIDO TOPLIN DUPLA ACAO 5L,42.0,1051.66
DESINFETANTE TRIEL FLORAL 2L,234.0,1051.52
DETERGENTE LIQUIDO DU REI LIMAO 2L,155.0,1051.09
AGUA SANITARIA ESSENCIAL 5L,93.0,1051.07
DETERGENTE LIQUIDO LIMPADUA COCO 500ML,465.0,1050.97
DESINFETANTE MIMO FLORAL 1L,291.0,1049.32
LIMPADOR ESSENCIA JANAINA EUCALIPTO 140ML,137.0,1049.11
SABAO LIQUIDO SAIF COCO 1L,67.0,1048.85
AGUA SANITARIA Q-OTIMO 5L,84.0,1048.75
DESINFETANTE LIDER CAMPESTRE 2L,161.0,1048.56
AMACIANTE DILUIDO TOP CLEAR LAVANDA 2L,175.0,1048.53
LIMPEZA PESADA LIMP LAR LIMPA PEDRA 2L,74.0,1048.45
SABAO LIQUIDO SAMY ESCURAS 500ML,69.0,1048.43
REMOV REAX 500ML LAV,115.0,1047.97
CLORO RICLEY 2L,83.0,1047.29
SABAO LIQUIDO IMPERIAL COCO 1L,134.0,1046.82
LIMPADOR PERFUMADO FLORESTA DA SERRA CASCAS E FOLHAS 2L,138.0,1046.12
DETERGENTE LIQUIDO FC CLEAR 500ML,537.0,1046.08
"SABAO LIQUIDO GLOBO SAN VERDE 1,8L",132.0,1045.85
AGUA SANITARIA LIMPINHA  2L,179.0,1045.44
LIMPADOR PERFUMADO RIALER FLORAL 5L,59.0,1045.32
REMOVEDOR LIMPADUA MULTIUSO LIMPEZA GERAL 500ML,71.0,1045.25
DESINFETANTE PARANAIBA EUCALIPTO 2L,209.0,1044.92
DESINFETANTE AZULIM ALECRIM 500ML,233.0,1044.32
DESENGORDURANTE BARRIGA VERDE BICARBONATO 500ML,69.0,1043.94
LIMPADOR PERFUMADO MAIS CASA SEDUCAO 1L,125.0,1043.79
DESINFETANTE QUIMITOL CONCENTRADO FLORAL 100ML,87.0,1043.63
DESINFETANTE MIL EUCALIPTO 1L,269.0,1043.42
LIMPADOR ESSENCIA PURA MAGIA HARMONIA 140ML,103.0,1043.0
AMACIANTE DILUIDO LIMPE BEM CONFORT 1L,205.0,1042.69
DETERGENTE LIQUIDO LOURO THIN GEL 5L,40.0,1042.6
REMOVEDOR SAFRA CITRONELA 500ML,79.0,1042.45
DETERGENTE LIQUIDO CLARUS NERUTRO 5L,55.0,1040.19
DETERGENTE LIQUIDO ALPES CHA VERDE HORTELA 500ML,464.0,1039.6
"CLORO PISCINA SMART MULT ACAO 7,5KG BLUEPOOL",8.0,1038.66
DET PO OMO 500G MULTIACAO SACHE,113.0,1038.63
DETERGENTE LIQUIDO HIGILAR LIMAO 2L,97.0,1037.91
LIMPEZA PESADA ALLCHEM LIMPA PISOS E PEDRAS 950ML,32.0,1036.08
AMACIANTE DILUIDO BLUE BOM 2L,150.0,1035.88
DESINFETANTE RETIRO MARINE 2L,166.0,1035.26
AMACIANTE DILUIDO NUTRILAR CARICIA 2L,119.0,1035.18
AMACIANTE DILUIDO MASCIMO CONFORTO  1L,157.0,1035.09
SABAO LIQUIDO SURF PRO LAVANDA 7L,20.0,1033.27
ALVEJANTE USE SEM CLORO 2L,101.0,1033.15
AGUA SANITARIA QBELLA 1L,291.0,1032.14
AMACIANTE DILUIDO ZAVASKI COCO 5L,57.0,1032.03
TIRA MANCHA POLLUX 500ML,51.0,1031.03
"AMACIANTE DILUIDO PUFF RAIO DE SOL 1,5L",123.0,1030.61
AMACIANTE DILUIDO JOB 2L,174.0,1030.51
DESINFETANTE FLOPS PINHO 2L,161.0,1029.65
LIMPADOR ESSENCIA QUIM AROMA VIOLETA 100ML,131.0,1029.02
LIMPADOR PERFUMADO GOTA LIMPA FLORAL 500ML,206.0,1028.88
AMACIANTE CONCENTRADO LOURO FLORES SILVESTRES 1L,94.0,1027.04
AMACIANTE DILUIDO AMACIO AZUL 2L,162.0,1026.68
SABAO EM PO PONTAL AÇÃO TOTAL 500G,318.0,1026.45
SBPO SURF TQ FOFO OLEOS ESSEN CAM SOB PETALA FLORCER/LAV SCP,108.0,1026.34
DETERGENTE LIQUIDO PRA VALER MACA 500ML,544.0,1025.82
REMOVEDOR GITAN,65.0,1025.8
DESINFETANTE PONTAL PINHO 2L,131.0,1024.85
DETERGENTE LIQUIDO POLY BRIL COCO 2L,155.0,1024.43
DETERGENTE LIQUIDO POLY BRIL ERVA DOCE 2L,155.0,1024.08
LIMPADOR MULTIUSO PARANAIBA FRESH 500ML,355.0,1023.81
AGUA SANITARIA CRISTAL BRANCA 2L,156.0,1023.24
"AGUA SANITARIA POLILUZ 2 L ,",152.0,1023.09
LIMPADOR MULTIUSO AMALIA JASMIM SQUEEZE 500ML,315.0,1023.05
DESINFETANTE NOVO BRILHO FLORES DE NARA 2L,155.0,1022.9
AMACIANTE DILUIDO LIMPEX 2L,332.0,1021.31
DETERGENTE LIQUIDO MAXPOL LIMAO 500ML,632.0,1020.62
LIMPADOR PERFUMADO BIOLIMP CONCENTRADO LAVANDA 5L,30.0,1017.2
AGUA SANITARIA BLIMP 1L,315.0,1016.99
DETERGENTE LIQUIDO PONTAL CLEAN 500ML,476.0,1016.38
DESINFETANTE ATUAL FLORAL 2L,187.0,1012.39
LIMP KANGOO EUCALIPTO 100ML,109.0,1011.61
DESINFETANTE DIA A DIA DILUIVEL ERVA DOCE 140ML,72.0,1011.1
KIT POOLTEST 4EM1 C/25 FITAS HIDROALL,28.0,1010.3
AGUA SANITARIA GBOA 5L,100.0,1010.05
SABAO LIQUIDO SAMY COCO 500ML,67.0,1009.75
DESINFETANTE DULAGO EUCALIPTO 1L,316.0,1008.17
CLORO PISCINA HIDROALL FLUTU TABLETE PENTA C 7 200G,11.0,1007.13
LIMPADOR MULTIUSO LIMPS LAVANDA 500ML,281.0,1007.08
DESINFETANTE ECONOMICO LAVANDA 6X2L,23.0,1007.04
DESINFETANTE NOVO REINO LAVANDA 5L,62.0,1005.51
LIMPADOR MULTIUSO AMALIA LAVANDA SQUEEZE 500ML,306.0,1004.49
DESINFETANTE PLUS 2L,210.0,1001.46
AMACIANTE DILUIDO GLOBO AZUL PRIMAVERA 2L,144.0,1000.89
CLORO LIQUIDO CLOROLAR 2L,122.0,1000.39
LIMPEZA PESADA BIO-KRISS CLORO LIQUIDO 1L,142.0,1000.36
DESINFETANTE MIL TALCO 2L,149.0,999.15
AMACIANTE CONCENTRADO DOWNY VERAO TROPICAL 12X1L,4.0,999.12
DESINFETANTE JIMO ANTIBAC AEROSOL SEM FRANGRANCIA 300ML,44.0,998.53
DETERGENTE LIQUIDO FC CLEAR 24X500ML,26.0,998.4
AMACIANTE DILUIDO TOKE 5L,82.0,996.11
AMACIANTE DILUIDO SUPER MAX 2L,164.0,996.05
LIMPADOR PERFUMADO LEVO FLORAL 500ML,373.0,995.92
DETERGENTE LIQUIDO BEM BOM NEUTRO 2L,137.0,995.43
DETERGENTE LIQUIDO AROMA DO MEARIM NEUTRO 500ML,528.0,994.15
"DESINFETANTE SUPER CLEAN FLOWER 1,8L",122.0,993.78
DETERGENTE LIQUIDO BIO-KRISS CLEAR 5L,61.0,992.97
DESINFETANTE KINTANA LAVANDA 5L,62.0,992.45
DETERGENTE LIQUIDO MASCIMO CRISTAL 1L,174.0,992.4
DESINFETANTE SOLIMP CARAVELA 2L,168.0,991.77
SABAO LIQUIDO ROUPA E CARINHO COCO 500ML,109.0,991.53
SABAO EM PO SONHO MULTIACAO 10 EM 1 26X400G,15.0,991.4
SABAO EM PO BOLT 1.6KG,57.0,991.22
DETERGENTE LIQUIDO FC MACA 500ML,521.0,990.77
DESINFETANTE ATRON LAVANDA 2L,192.0,990.71
SABAO EM PO CARREFOUR ESSENTIAL 2KG,66.0,989.34
DESINFETANTE CASA PERFUMADA JASMINE 5L,56.0,989.17
SABAO LIQUIDO MAX CONFORT LIQUIDO 2L,86.0,988.91
DESINFETANTE TOP MIL FLORAL 5L,70.0,988.44
AMACIANTE DILUIDO LIMPA MIL FLORES DE ROSA 5L,64.0,987.43
AMACIANTE DILUIDO PRINCESA CONFORTO 2L,121.0,987.31
DESINFETANTE KOKINOS CLORO MAX 2L,115.0,987.05
DETERGENTE LIQUIDO LINTAX CRISTAL 2L,169.0,986.45
DETERGENTE LIQUIDO NIDA CLEAR 500ML,401.0,986.09
DETERGENTE LIQUIDO LEVO COCO 5L,61.0,985.19
LIMPADOR PET COLLIE ELIMINADOR DE ODORES HERBAL 2L,62.0,984.3
DESINFETANTE ZAVASKI EUCALIPTO 5L,48.0,984.13
DETERGENTE LIQUIDO GOTA FORTE NEUTRO 5L,50.0,983.34
DESINFETANTE MAIS Q BOM EUCALIPTO 2L,183.0,982.53
SABAO PO OMO LAVAGEM PERF CX 400G,132.0,982.08
DESINFETANTE G LIMP TALCO 2L,213.0,981.75
DETERGENTE LIQUIDO POLLUX LIMAO 5L,50.0,980.21
DETERGENTE LIQUIDO GAROTO NEUTRO 500ML,563.0,979.94
AMACIANTE DILUIDO MON BIJOU MAIS CUIDADO 6X1.7L,27.0,979.81
DESINFETANTE TUPA VIOLETA 2L,135.0,979.67
AMACIANTE DILUIDO DULAGO AZUL 2L,160.0,979.55
AMACIANTE DILUIDO ASTOLLI LAVANDA 2L,151.0,978.8
SABAO LIQUIDO LIMPA JA VERDE 5L,47.0,978.73
ALGICIDA CHOQUE MONTREAL 1L,39.0,978.45
DESINFETANTE URCA LAVANDA 5L,78.0,978.39
AMACIANTE DILUIDO RETIRO CARINHOSO 1L,238.0,977.99
SABAO LIQUIDO BIOWASH LAVANDA 1L,28.0,977.01
DETERGENTE LIQUIDO INVICTO COCO 24X500ML,23.0,975.96
SABAO LIQUIDO VITORIA AZUL 5L,31.0,975.89
ALVEJANTE ALVEX SEM CLORO 5L,36.0,975.84
DESINFETANTE BUFALO JASMIM 5L,61.0,975.58
AGUA SANITARIA LIMP LAR 1L,317.0,974.72
DESINFETANTE PEPY FLORAL 2L,108.0,974.39
SABAO EM PO TIXAN YPE MACIEZ SC 4X4KG,7.0,974.23
AGUA SANITARIA DRAGAO 2X5L,59.0,973.85
SABAO LIQUIDO TRIEL SAB LIQ 2L,78.0,973.67
SABAO EM PO LUME MAXX FLORAL 500G,565.0,973.42
DESINFETANTE SOL FLORAL 1L,310.0,973.18
DESINFETANTE CHEIRO BOM MARINE 2L,143.0,973.03
AMACIANTE DILUIDO DAS NEVES AZUL 2L,133.0,972.68
DETERGENTE LIQUIDO ECONOMICO LIMAO 24X500ML,17.0,972.0
LIMPADOR ESSENCIA REMMUS BABY 140ML,125.0,971.68
SABAO LIQUIDO CHEIRO BOM POWER FRESH 5L,57.0,971.63
AMACIANTE DILUIDO SONHO MAGIC GARRAFA L500P450 12X500ML,24.0,971.28
DESINFETANTE PROLAR ALGAS MARINHAS 2L,175.0,971.25
AMACIANTE CONCENTRADO ALPES AMOR ETERNO 500ML,125.0,970.81
DESINFETANTE TUPA TALCO 2L,134.0,970.58
LIMPADOR PISCINA AQUAPOOL REDUTOR PH ALCALINIDADE 1KG,33.0,969.76
LIMPADOR MULTIUSO LIMPADUA 500ML,220.0,969.47
AMACIANTE CONCENTRADO COMFORT PROTECAO ANTIODOR 1L,39.0,969.25
SABAO LIQUIDO LINTAX 2L,97.0,969.23
AGUA SANITARIA MULTICLEAN 5L,126.0,968.74
SABAO LIQUIDO DEOLINE 1L,93.0,968.48
ALVEJANTE ANTARES SEM CLORO 2L,77.0,968.32
AMACIANTE DILUIDO JUMPOL CONFORT 2L,129.0,966.69
DESINFETANTE PERFECT FLORAL 2L,164.0,966.67
AMACIANTE DILUIDO MEGA AZUL 5L,71.0,965.2
DESINFETANTE LIMP LAR C/ SABAO CITRONELA 2L,63.0,964.88
SABAO LIQUIDO DULAR COCO 1L,67.0,964.42
SABAO LIQUIDO BRILUX TRIPLA ACAO 12X1L,7.0,964.32
SABAO LIQUIDO ATOL ENCANTOS LAVANDA 5L,22.0,964.21
TIRA MANCHA SEMORIN PRE-LAVAGEM AROMAS NATUREZA 500ML,63.0,963.14
AMACIANTE DILUIDO OTYMA ROSA 2L,279.0,963.13
CLORO GLOBO 1LT,199.0,962.43
DESINFETANTE GIOCA MARINE 750ML,178.0,962.39
DESINFETANTE BIO-KRISS ALGAS 2L,178.0,961.97
ALVEJANTE LUZ LIMPEZA PESADA 1L,299.0,961.44
LIMPADOR ESSENCIA ALVEX CONCENTRADO CITRONELA 140ML,86.0,960.94
CLORO VIP CLEAN  2L,88.0,960.74
SABAO EM PO MINUANO ROXO EMB ECONOMICA 24X400G,11.0,960.42
DESINFETANTE PEPY FLORAL 1L,197.0,960.18
LIMPADOR PERFUMADO PARANAIBA ROMANCE E SEDUCAO 500ML,284.0,956.96
AMACIANTE DILUIDO GLORIA ROSA MIL FLORES 2L,127.0,956.73
AMACIANTE DILUIDO BARRIGA VERDE AZUL 2L,47.0,956.66
CLORO BLIMP 2L USO GERAL,106.0,955.96
LIMPADOR MULTIUSO AMALIA FLORAL SQUEEZE 500ML,291.0,954.95
SABAO EM PO APYCE MULTIACAO PCT 2KG,99.0,954.84
DESINFETANTE ESTRELA HERBAL 2L,131.0,954.2
DESINFETANTE CHEIRO BOM PEROLA 2L,141.0,954.0
SABAO LIQUIDO URCA MAXX AZUL 6X3L,11.0,953.7
DETERGENTE LIQUIDO ATUAL LIMAO 1L,243.0,953.33
CLORO SCABORA 5L,29.0,953.08
DETERGENTE LIQUIDO TANLUX LIMAO 5L,65.0,953.08
AMACIANTE DILUIDO DULAGO 1L,306.0,951.39
DESINFETANTE LIMPE BEM EUCALIPTO 5L,78.0,951.31
AMACIANTE DILUIDO TOQUE DE CARINHO BOUQUET 5L,51.0,950.99
DESENGORDURANTE AMIGO DO CHURRAS GATILHO 500ML,70.0,950.71
DESINFETANTE LYSOCLIN BRUTO GATILHO SPRAY 500ML,42.0,949.87
SABAO EM PO KLIP PERFUMES 500G,188.0,949.87
SABAO LIQUIDO TANLUX COMFORT 5L,50.0,949.86
DESINFETANTE NIDA OCEAN 500ML,235.0,949.52
DESINFETANTE PRINCESA FLORAL 2L,138.0,949.48
LIMPADOR PET SANOL DOG ELIMINADOR ODORES LAVANDA 2L,63.0,949.08
DETERGENTE LIQUIDO ATRON COCO 2L,136.0,948.83
LIMPADOR MULTIUSO FACILLE SPRAY 500ML,243.0,947.95
SABAO LIQUIDO SURF ROSAS E FLOR LIS CONCENTRADO 315ML,45.0,947.18
DESINFETANTE PLUS LAVANDA 2L,188.0,947.1
DESINFETANTE UNIMIX LAVANDA 2L,192.0,946.67
SABAO EM PO OMO PROTECAO MICELAR SEM PERFUME 800G,67.0,946.55
AMACIANTE DILUIDO DORIGON  FLORES CAMPO 2L,118.0,946.55
REMOVEDOR SAFRA JASMIM 1L,43.0,946.26
DESINFETANTE LIMPE BEM LAVANDA 2L,145.0,945.37
SABAO EM PO IRIS MULTIACAO PACOTE 1.6KG,89.0,945.12
DETERGENTE LIQUIDO DESOMAX LIMAO 500ML,497.0,945.03
AGUA SANITARIA CRUZADO 5L,51.0,944.79
LIMPADOR ESSENCIA ALVEX CONCENTRADO TALCO 140ML,82.0,944.47
SABAO LIQUIDO AGE ALGODAO 5L,33.0,944.08
LIMPADOR MULTIUSO PRATICLAR PISOS E PORCELANATO 1000ML,75.0,943.89
DESINFETANTE CASA LIMPA ALGAS MARINHAS 2L,110.0,942.99
DESINFETANTE AMONIA QUATERNARIA TA CB-30 1L,10.0,942.73
LIMPADOR MULTIUSO VATZ LIQUIDO CAMPESTRE 500ML,187.0,941.31
DESINFETANTE ATTO EUCA 2L,151.0,940.63
SABAO LIQUIDO LOURO 3L,48.0,939.75
ALVEJANTE ATUAL SEM CLORO 1L,152.0,939.35
TIRA MANCHA VANISH PO OXI ACTION MULTI POWER SACHE 30G,323.0,938.93
DESINFETANTE MARINA PINHO 1L,197.0,938.7
DETERGENTE LIQUIDO MARAJO NEUTRO 500ML,655.0,938.45
SABAO LIQUIDO TIXAN YPE PRIMAVERA FRASCO 12X1L,5.0,938.04
DESINFETANTE GIOCA HERBAL 750ML,171.0,937.42
DESINFETANTE GEO EUCALIPTO 1L,209.0,936.99
LIMPADOR ESSENCIA MIL AROMAS CITRONELA 140ML,73.0,936.71
ALVEJANTE EXIGENTE SEM CLORO 1L,72.0,936.15
LIMPEZA PESADA BIO-KRISS CLORO LIQUIDO 5L,41.0,935.92
AMACIANTE DILUIDO LAVANDEX ACONCHEGO 2L,123.0,935.92
DESINFETANTE GIOCA PINHO 500ML,259.0,935.88
DESINFETANTE CHEIRO BOM JASMIM 2L,139.0,935.48
CLORO USE 2L,98.0,935.47
LIMPADOR DE VIDRO DURATTO + VINAGRE PRONTO USO 500ML,66.0,935.29
LIMPADOR MULTIUSO VATZ LÍQUIDO LAVANDA 500ML,186.0,935.07
CLORO ATIVO SOLARQUIM 900ML,138.0,933.58
DESINFETANTE NOVO REINO TALCO 5L,56.0,933.35
LIMPADOR PERFUMADO GOTA LIMPA 500ML,182.0,933.34
SABAO LIQUIDO POLIAL COCO TROPICAL 4X3L,18.0,933.3
AMACIANTE DILUIDO MAXXY LIMP TRADICIONAL 2L,158.0,933.17
ALVEJANTE MIL FLORES SEM CLORO 2L,68.0,932.33
DESINFETANTE ATTO JASMIM 2L,149.0,931.98
CLORADOR MEDIO FLUTUANTE,41.0,930.86
DESINFETANTE ZUPP MULTIUSO 500ML,83.0,930.45
LIMPADOR ESSENCIA SENALANDIA CAPIM LIMAO 140ML,101.0,930.29
DESINFETANTE SOLIMP FLORAL 2L,160.0,929.86
"SABAO EM PO URCA CASA ROUPA ACAO MULTIUSO 1,6KG",89.0,929.01
LIMPADOR MULTIUSO QUIMIFLEX PASTA LIMPEZA 500G,52.0,927.64
LIMPADOR PERFUMADO BEM BOM MANANCIAL 2L,175.0,926.73
DESINFETANTE DORIGON EUCALIPTO 2L,110.0,926.72
DESINFETANTE SUPER CLEAN PINHO 2L,116.0,925.64
CLORO FORT CLEAN 5L,66.0,925.57
DETERGENTE LIQUIDO FLORANTE MACA 2L,220.0,925.27
DETERGENTE LIQUIDO DORIGON LIMAO 5L,41.0,925.11
DESINFETANTE UNIC LIMP CITRUS 2L,257.0,924.47
SABAO LIQUIDO BRILHOLAC EXIGENTE CHA BRANCO 5L,35.0,924.32
DESINFETANTE INDOV CITRUS 2L,153.0,924.15
LIMPADOR PERFUMADO ESTRELA FLOR DE LOTUS 500ML,228.0,923.9
DESINFETANTE PERFECT CAMPESTRE 2L,161.0,923.54
LIMPADOR ESSENCIA AROMATEC MIL FLORES 100ML,81.0,922.73
"AMACIANTE CONCENTRADO ZUPP VELVET ROMANCE 1,5L",38.0,922.56
SABAO EM PO LUME MAXX LAVANDA 5KG,61.0,922.29
REMOVEDOR DE CERA SANTO BRILHO CAMPESTRE 1L,60.0,921.92
DETERGENTE LIQUIDO MIL SELECT NEUTRO 2L,142.0,921.69
DETERGENTE LIQUIDO FENIX LIMAO 500ML,635.0,920.75
SABAO EM PO URCA CASA E ROUPA ACAO MULTIUSO 4KG,39.0,919.61
LIMPADOR PERFUMADO GIOCA BRISA RELAXANTE 500ML,160.0,919.51
AMACIANTE DILUIDO UNISOFT ACONCHEGO 2L,173.0,919.05
DESINFETANTE PINHO TROP LAVANDA 1L,108.0,918.81
DETERGENTE LIQUIDO BRANMIX NEUTRO 24X500ML,24.0,918.72
LIMPADOR MULTIUSO DESOMAX LAVANDA SQUEEZE 500ML,288.0,918.34
DESINFETANTE PEPY CITRUS 1L,189.0,918.31
SABAO LIQUIDO TULY MULTI ACAO 3L,37.0,917.03
AGUA SANITARIA TRIUM 5L,103.0,916.7
LIMPADOR ESSENCIA LIMPA MAIS LAVANDA 120ML,112.0,916.34
ALVEJANTE BARRIGA VERDE SEM CLORO 2L,50.0,916.09
SABAO EM PO BONNY CLEAN FLORAL SACHE 1.6KG,159.0,915.98
LIMPADOR DE VIDRO LUAR 500ML,236.0,915.21
AGUA SANITARIA TUBARAO 6X2L,30.0,915.12
LIMPADOR PET PETISSE LIMPA XIXI FRESH 500ML,45.0,914.67
LIMPADOR DE VIDRO BECKER 4 EM 1 GATILHO 500ML,89.0,914.25
DETERGDE LIQUIDO SOMAX MACA 500ML,474.0,914.18
AMACIANTE DILUIDO AYLAG AZUL 5L,49.0,914.06
DESINFETANTE PONTAL EUCALIPTO 1L,239.0,913.8
LIMPADOR ESSENCIA ALVEX CONCENTRADO FLORAL 140ML,81.0,913.02
DESINFETANTE GEO PINHO 1L,200.0,913.01
AGUA SANITARIA TOP ACAO 2L,117.0,911.91
DETERGENTE LIQUIDO BIOZ GREEN NEUTRO 470ML,77.0,911.08
DETERGENTE LIQUIDO TANLUX MACA 5L,64.0,911.01
LIMPADOR MULTIUSO EDILIMP 500ML,201.0,910.63
SABAO LIQUIDO MEMBERS MARK LAVANDA 5L,18.0,910.59
LIMPADOR MULTIUSO VEJA EXPLOSAO PERF CEREJA TROPICAL 500ML,135.0,910.33
LIMPADOR PERFUMADO COIMBRA LAVANDA 2L,100.0,909.88
DESINFETANTE CAMPESTRE PINHO 2L,155.0,908.97
AMACIANTE DILUIDO ASSIM CARINHO 6X2L,28.0,908.81
SABAO LIQUIDO ULTRA CLASS 5EM1 2L,77.0,908.72
DESINFETANTE MODALVA LAVANDA 500ML,346.0,908.7
DESINFETANTE TRID MACA 2L,92.0,908.32
REMOVEDOR LUAR ECOLOGICO PERFUMADO 1L,85.0,907.44
LIMPADOR PET NEW DOTS ELIMINADOR ODOR EUCALIPTO 2L,59.0,906.92
"SABAO LIQUIDO PREMISSE FLOR DE ALGODAO 2,5L",31.0,906.21
SABAO EM PO URCA CASA E ROUPA ACAO MULTIUSO 400G,422.0,906.11
AGUA SANITARIA KIMAX CLORO EM GEL POWER CLEAN 2L,35.0,905.95
SABAO LIQUIDO SAMY ORIGINAL 500ML,60.0,905.82
AMACIANTE DILUIDO MASCIMO PRIMAVERA 1L,145.0,905.66
"SABAO EM PO URCA CONCENTRADO LV4 P3,6 4KG",33.0,905.55
DESINFETANTE MONTE LAGOS EXTRA 2L,124.0,905.54
LIMPADOR PERFUMADO NIDA 500ML,167.0,905.54
AMACIANTE DILUIDO BRILHA SUL LUXURY 3L,73.0,904.42
SBL ARES PREMIUM N/IDENT GR PL 1000ML,125.0,904.19
LIMPADOR PERFUMADO SMART FLORAL 500ML,167.0,902.53
DESINFETANTE OTYMA FLORAL 2L,234.0,901.92
SABAO LIQUIDO COQUEL COCO 5L,10.0,901.03
DETERGENTE LIQUIDO TOP CLEAR MAX 500ML,628.0,900.17
LIMPEZA PESADA VIOL LIMPA PEDRA 2L,58.0,900.01
DESINFETANTE CHEIRO BOM FLORAL 2L,135.0,899.94
DESINFETANTE TUPA PALMOLIVE 2L,124.0,899.56
DETERGENTE LIQUIDO DORIGON MACA 2L,89.0,899.38
DESINFETANTE UTIL PINHO LIMAO 2L,144.0,898.88
DESINFETANTE PET LYSOFORM ORIGINAL 500ML,45.0,898.02
DESINFETANTE LIDER ALGAS 2L,137.0,897.92
DETERGENTE LIQUIDO KLIN LIMAO 500ML,425.0,897.75
SABAO LIQUIDO LUME MAXX COCO 700ML,208.0,897.57
SABAO EM PO LEBRANC ALCOOL 300G,207.0,897.17
DETERGENTE LIQUIDO DORIGON ALCALINO CLORADO 5L,23.5,896.81
DETERGENTE LIQUIDO BEM BOM LIMAO 2L,127.0,896.07
DESINFETANTE BRANMIX PINHO 500ML,300.0,895.91
SABAO EM PO TIXAN YPE MACIEZ 8X2.4KG,5.0,895.84
DESINFETANTE NOVO BRILHO JASMIM 2L,135.0,893.53
SABAO LIQUIDO TRIEX 1L,80.0,893.3
DESENGORDURANTE KIN LIMP COZINHA LIMA/LIMAO REFIL 500ML,83.0,893.26
LIMPADOR MULTIUSO UBERABA 500ML,309.0,893.06
DESINFETANTE LIMPS PINHO 500ML,341.0,892.6
LIMPADOR MULTIUSO LIMPS CITRUS 500ML,245.0,891.92
